source_relative_path	repository_path	category	legacy_pre_git	size_bytes	sha256
processing_04_docking_ready_case_construction/tests/test_processing4.py	pipeline/processing_04/tests/test_processing4.py	source	false	1860	e9b214656b91f56648036fc720e302f2773f6e281461fc0b1c8acd1c3c5994e2
shared/provenance/processing_1_runtime.json	pipeline/shared/provenance/processing_1_runtime.json	config_or_documentation	false	336	8b6c5362b5c6961426e6faa4f8c3d8ee30f4c8fdd2853ab6ca6497c2c2f8ba91
audits/benchmark_figure_scout/20260823_draft_01/future_docking/README.md	scripts/analysis/future_docking/README.md	config_or_documentation	false	142	0ab5608fb5ff7f4950163defca1d61b3b9477f5eefd3e5abc341fd2ee03ac37a
audits/benchmark_figure_scout/20260823_draft_01/future_docking/analyze_future_docking.py	scripts/analysis/future_docking/analyze_future_docking.py	source	false	228	e6aeffb3b1cdc2a9dd0466ce7a927658e10c5e79a2e0f366c614dae5f86f75b6
reconciliation/filter3_filter4_filter5_p4_20260822/FINAL_LINEAGE_RECONCILIATION_REPORT.md	scripts/audit/filter3_filter4_filter5_p4_reconciliation/FINAL_LINEAGE_RECONCILIATION_REPORT.md	config_or_documentation	false	3608	6c533f678119a34461cd665b65ac1fa147bedca39176aaa8212a3e9a795e8326
reconciliation/filter3_filter4_filter5_p4_20260822/FORMAL_POSEBUSTERS_POLICY_DECISION_20260822.json	scripts/audit/filter3_filter4_filter5_p4_reconciliation/FORMAL_POSEBUSTERS_POLICY_DECISION_20260822.json	config_or_documentation	false	1341	bc61b507ded9d31e07682b2116a5cf53373dbca5aed0710598a388bd488b899e
reconciliation/filter3_filter4_filter5_p4_20260822/finalize_lineage_reconciliation.py	scripts/audit/filter3_filter4_filter5_p4_reconciliation/finalize_lineage_reconciliation.py	source	false	9091	d5e251a5b6499cd424858ddfcdfeaa27838b76014dc899c6ecf2c0c4c8386e36
reconciliation/filter3_filter4_filter5_p4_20260822/lineage_reconciliation_audit.py	scripts/audit/filter3_filter4_filter5_p4_reconciliation/lineage_reconciliation_audit.py	source	false	13302	c31a598853198ae6eb50237862d4664d225188ac6b57dee8a629a8ee942324ba
reconciliation/filter3_filter4_filter5_p4_20260822/lineage_summary.json	scripts/audit/filter3_filter4_filter5_p4_reconciliation/lineage_summary.json	config_or_documentation	false	6665	9ee4120c9f339806ba7a4d787420e2a802238e3ad94feb07bd38dfe260f4119b
reconciliation/filter3_filter4_filter5_p4_20260822/reconciliation_validation.json	scripts/audit/filter3_filter4_filter5_p4_reconciliation/reconciliation_validation.json	config_or_documentation	false	1712	e00dae778f3d2fff61389ee4eb99311d70065b5de87d7fd91637dc93df7a67ec
audits/ligand_minimum_pose_complexity_census/scripts/ligand_minimum_pose_complexity_census.py	scripts/audit/ligand_minimum_pose_complexity_census/ligand_minimum_pose_complexity_census.py	source	false	38312	0faf78990c603ccb2e550703ab50a433350c3e5c67c3434337bf90c13980ec3c
auxiliary_entry_work_packages/scripts/build_entry_work_packages.py	scripts/data_engineering/entry_work_packages/build_entry_work_packages.py	source	false	51219	45ea89e2a493d2af804d6e2b5dd8da857148fc1050986e7af02b9e835033dedc
auxiliary_entry_work_packages/scripts/load_entry_work_package.py	scripts/data_engineering/entry_work_packages/load_entry_work_package.py	source	false	2982	9565038352fe8de7128b5298f56d2cab0b1844be626c4d6eaf8d3be0bbdac3ce
audits/benchmark_figure_scout/20260823_draft_01/scripts/build_benchmark_figure_scout.py	scripts/figures/benchmark_figure_scout/build_benchmark_figure_scout.py	source	false	71414	464755b9a248ba558bc365e92eccda02480c9aabd31422bf285ca9090006e8b6
audits/benchmark_figure_scout/20260823_draft_01/scripts/finalize_figure_scout.py	scripts/figures/benchmark_figure_scout/finalize_figure_scout.py	source	false	11860	b3fc303a39f2fe5ea883e767dd8a23645912446221a46b3c5c40215f21414608
audits/benchmark_figure_scout/20260823_draft_01/scripts/repair_figure_scout_layouts.py	scripts/figures/benchmark_figure_scout/repair_figure_scout_layouts.py	source	false	11164	a121af3220b8a03986ff830f1a2cdd43f74ab798b32866a5cb04a0ba2e1bfcbd
